source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
66709878719065856,56.9462024484632,24.006479032301225,0.648265385351317,0.3213555,9.303182921373832,-3.0133654829478997,19.106915,1.8693523,,
66709878719066112,56.93944289405284,24.009119517830317,2.736782728603435,0.8359174,11.813126637745203,-9.264149533924241,20.256937,1.5649319,,
66709878719066752,56.94007143755855,24.01659699448158,1.1577726847855525,0.06558517,4.6078949313340525,-3.8826508205476573,16.557972,1.3501644,,
66709913078804992,56.92286366248116,24.014981060434653,1.744763947002814,0.30585563,-5.778770304739995,-3.385705918828262,18.99062,2.7719364,,
66709917373682048,56.92380757963683,24.009330989439768,-0.5964205049659755,0.59512776,0.02992655564208027,-0.7128632241263964,19.852995,1.0624142,,
66709986095274112,56.94688259241519,24.0231665303183,3.337707664899965,0.036706127,-4.515560019954202,-2.778677638355221,15.516434,2.0711823,,
66710050517760256,56.94717626507739,24.032407582504007,0.5972980674874947,0.26107398,7.063869403412062,-6.767246440508811,18.882599,1.7191772,,
66710084877499392,56.95401041747708,24.038909555996327,0.10793069087779211,0.12142315,0.14748832442400522,-1.8276461864145404,17.543545,0.89855576,,
66710673287884800,56.915094938070546,24.019499249337034,0.70621141975682,0.40679768,-2.24909934648924,-2.8806039086828243,19.297663,2.8343143,,
66710673290042880,56.90749160052042,24.02487409584545,0.476360354561293,0.07565028,0.9640642170791729,-2.883870978667288,16.997692,1.2167149,,
66710772072269952,56.91217071160413,24.04671480676604,0.10135762940703638,0.14487723,3.109593300727787,-3.1430380559360325,17.956646,0.97681236,,
66710776367414528,56.91077751059436,24.03393842224946,,,,,20.923914,2.171152,,
66710776369257088,56.91438927272091,24.039030771320405,0.26727492610283915,0.11166143,10.525771216189396,-21.62923419327872,17.573843,0.97808266,,
66710810728994816,56.92463175440123,24.04108639582984,0.7888304907194148,0.0337173,3.6558488409259207,-3.718515868875526,14.813768,1.0040712,,
66710810729051904,56.93320480744369,24.03534417659398,,,,,20.725456,1.3682346,,
66710840791752448,56.940395102127226,24.058792811969134,0.32411492372236284,0.25590727,0.5044963880925804,-5.196358009498643,18.73425,1.0662937,,
66710845088732160,56.94337881610533,24.050481718343995,7.555830848391911,0.02870886,20.172732693758086,-46.513945005186066,14.752962,2.309679,,
66710879446310656,56.92720473429265,24.050105317522686,,,,,20.69124,0.5067749,,
66710879446630144,56.92562859933168,24.046407891142806,,,,,20.955622,2.2122116,,
66710879446630528,56.921935981771064,24.053405878339994,,,,,20.874329,0.9625683,,
66710879448471040,56.919461405824585,24.05959944654412,4.146810724924782,0.053347364,-13.727061919423017,-20.365125422411403,16.011444,2.5042124,,
66710909511230464,56.93102137277694,24.062783706047917,0.49096102177302053,0.2944813,4.343436293784491,-5.513548772116711,18.894629,1.4577141,,
66710909511231616,56.9336062153021,24.06547704453837,3.331418594891172,0.19652005,21.890253776005615,-51.413325998924606,18.070652,2.5384617,,
66710913806369152,56.92925304741312,24.064351812386533,,,,,21.064127,0.72590065,,
66710943870959104,56.89537399471741,24.04070196917657,0.5730722207178833,0.21737312,-0.6189782092365622,-1.4394408063246642,18.609943,1.1011391,,
66710943870961408,56.888193674042256,24.045970935572253,0.5515971150266722,0.20784594,3.242105952284758,-2.5928993706277526,18.575758,1.5457134,,
66710948167949184,56.89088240004611,24.04278100292344,0.5761942496698697,0.06694133,-2.6727784086689796,-2.5286533896366534,16.767626,0.97989464,,
66710948167949440,56.886385089478686,24.04418527952263,0.28891111753888793,0.08101726,3.3548715583987336,1.3942066251364316,17.060982,1.0219307,,
66710948167949696,56.89387479189458,24.039553949276844,7.493789781759396,0.07348523,19.01304665662284,-44.97089053166092,16.773333,2.906951,,
66710982528274944,56.90210647138615,24.04630303738704,1.583282980832889,0.5683782,-0.9969116677595371,-5.725027582217952,19.84068,2.5472603,,
66711016885309696,56.88314299089176,24.049344175786324,0.38392018580126297,0.90466356,2.813331117060164,2.9306015801883967,20.349577,1.6202946,,
66711051245003776,56.87967515854679,24.064146438068324,0.36646712247081736,0.7100213,-1.2871885571421282,-0.883139555530803,19.878326,1.3829918,,
66711085604737280,56.908975144285456,24.067392476487527,0.33906965271026485,0.33383045,2.5647283387162747,-2.6165506704479005,19.109867,1.3105335,,
66711085604739712,56.90544538907576,24.064171865372835,0.3000657371184222,0.3733699,0.391936857306195,-1.0129634548543511,19.356874,0.8153553,,
66711085604740992,56.90927765074542,24.05797422790909,1.8850603296156847,0.36859825,-16.761766464554825,-7.04946916781692,19.354443,2.4029732,,
66711085605061120,56.91448290126853,24.064806429663385,0.8381324482197882,1.4237611,7.343014670330639,-5.419871683362148,20.507084,1.9255886,,
66711119966638976,56.92130973839915,24.06243457365935,0.47089552504932997,0.047397736,1.2977792796858685,-3.629124737762079,15.880867,0.97676945,,
66711154324213888,56.89355662738696,24.075997265225606,0.36972935072762836,0.21927743,-0.4352043480827505,-1.644401523307434,18.590824,1.0647888,,
66711188684277760,56.91206770635787,24.08098794328521,,,,,21.004982,1.326788,,
66711287468354816,56.93450986370247,24.070385896106828,0.9947562414933185,0.24091847,6.471012695444561,-6.784840891921135,18.602867,1.6823177,,
66711321828095232,56.95031363527136,24.075221865069413,0.07339010224017817,0.4427313,2.3760066204415744,-4.586154390084593,19.532927,1.6118565,,
66711321828097024,56.95253888254614,24.080208066393784,0.8444051898853907,0.25859857,11.490370296691953,-5.529992088025734,18.797401,2.1365643,,
66711326123084928,56.95043502744919,24.083867787117896,4.490242671043787,1.542805,8.01860280268533,-20.867790668249754,20.514523,2.1108055,,
66711326123229952,56.94675161530188,24.083094605254892,-0.9966214548383169,1.4771936,-1.8730421512615085,-1.704038784998211,20.62672,0.93756104,,
66711326125064320,56.951275572335106,24.088976230423803,1.5215119236377768,0.08172454,3.611017207441936,-6.835464315930194,17.050102,1.9129524,,
66711424907317504,56.963294561375,24.093458721745435,,,,,20.691566,1.6879101,,
66711497921579776,56.936928644513955,24.084646556256438,-0.05456506935401262,0.2554777,3.232439207425429,-3.1930880136436057,18.7261,0.8364048,,
66711497921584256,56.926657724392705,24.080823772200386,-0.5263563165578059,0.23292115,-0.11786765664698573,-0.45788413723388033,18.635792,0.9023876,,
66711497923757056,56.93922402070118,24.08421654633086,1.38495442987514,0.073525056,16.936421021275674,-10.001741076122094,16.726364,1.750247,,
66711532281514880,56.93285165566511,24.092096153467374,0.9294775602110996,0.8222438,1.659701297388497,-4.665645539444079,20.275629,2.0182037,,
66711532281662464,56.94095248814078,24.10009450308453,,,,,20.674978,1.056324,,
66711532281771904,56.94484764886801,24.08542661877157,,,,,20.928463,4.097828,,
66711532283494656,56.94067213271087,24.093478715572004,7.361301794834977,0.058309663,20.163471457940336,-43.67557168646647,16.304049,2.8830748,,
66711562346994688,56.927596617842056,24.092764608169418,0.21986549129613078,0.12000483,5.578572570438016,-0.4198288617020709,17.755749,1.2902966,,
66711566641055104,56.922533505978265,24.098255668347864,-0.1870307953859012,0.29522547,-0.7855285081655746,-1.424837333839749,18.994345,0.82767296,,
66711566641056768,56.91837882396071,24.09413979795206,0.05400237268115951,0.36166373,2.3326292294844864,-2.320226725388805,19.329924,1.3710155,,
66711601001251328,56.93656151096083,24.106833762998605,,,,,20.715658,0.87036896,,
66711631065750528,56.95205299772421,24.098111301887986,0.04237518532412079,0.14198416,3.0699459551027504,-1.922589656476707,17.824194,1.1712208,,
66711699785233664,56.94706850196619,24.113142064749642,0.10044696462008967,0.15431094,1.049283281554033,-2.0716946069533293,17.941486,0.92016983,,
66711734144972672,56.95571878289547,24.118771446142013,2.1287563511592595,1.7419922,6.341691126884323,-10.444096111591772,20.648695,1.0636902,,
66711738442543872,56.95682809351261,24.12635485704572,-0.2343089535586582,0.90756136,-0.9261598857884706,-1.283479115799507,20.405293,1.4550648,,
66713211613726848,56.96546901573486,24.12761099883028,0.1347010915407712,0.12502074,-1.5558383841353614,-4.606065097193513,17.641048,1.1975651,,
66713211613730304,56.96113108017066,24.13171173979762,1.4854716139654327,0.3929522,-0.8132605476230519,-20.48781442872593,19.38789,2.2402668,,
66713215908477568,56.965116564947685,24.13101066245304,-0.3619693007893714,0.47689813,0.5669442669700069,-0.5405841772097735,19.469534,0.93053627,,
66714521578559360,56.90664221929357,24.096751536436404,,,,,20.31039,,,
66713971822766208,56.86337622959932,24.066363722871316,0.9291141462005974,0.32716107,-0.36869949650574774,-1.1894092563983707,19.089663,1.2594967,,
66713971823084160,56.86722052603474,24.057876858042132,1.4821907021481042,1.4444911,-0.6248094293206209,-1.091634462556348,20.536356,0.72182655,,
66713971823085312,56.8640089923694,24.06598850327848,,,,,20.993958,,,
66714006182502784,56.88333047001341,24.069378947709804,0.2119771968125721,0.265595,0.1925889994304463,-0.8214632688083653,18.905796,0.9196243,,
66714040542241920,56.85781919198842,24.07537970066143,0.05352354884863241,0.6986905,0.5589519738665242,0.7384723299973414,19.80173,1.2785873,,
66714104968160256,56.89169546924715,24.078721285496986,,,,,21.412117,2.0865555,,
